x,u_t125,t
0.0,0.0,0.01249999999999998
0.010101010101010102,0.029792283782364624,0.01249999999999998
0.020202020202020204,0.059554569260344165,0.01249999999999998
0.030303030303030304,0.08925688833530321,0.01249999999999998
0.04040404040404041,0.11886933328969104,0.01249999999999998
0.05050505050505051,0.1483620869015781,0.01249999999999998
0.06060606060606061,0.17770545246807082,0.01249999999999998
0.07070707070707072,0.2068698837073744,0.01249999999999998
0.08080808080808081,0.23582601450939378,0.01249999999999998
0.09090909090909091,0.2645446885049175,0.01249999999999998
0.10101010101010102,0.29299698842360977,0.01249999999999998
0.11111111111111112,0.3211542652112507,0.01249999999999998
0.12121212121212122,0.34898816687690515,0.01249999999999998
0.13131313131313133,0.3764706670409749,0.01249999999999998
0.14141414141414144,0.40357409315538617,0.01249999999999998
0.15151515151515152,0.4302711543675012,0.01249999999999998
0.16161616161616163,0.4565349689996919,0.01249999999999998
0.17171717171717174,0.48233909161691235,0.01249999999999998
0.18181818181818182,0.5076575396550085,0.01249999999999998
0.19191919191919193,0.5324648195829591,0.01249999999999998
0.20202020202020204,0.5567359525726996,0.01249999999999998
0.21212121212121213,0.5804464996506853,0.01249999999999998
0.22222222222222224,0.6035725863058657,0.01249999999999998
0.23232323232323235,0.6260909265292935,0.01249999999999998
0.24242424242424243,0.6479788462611615,0.01249999999999998
0.25252525252525254,0.6692143062216593,0.01249999999999998
0.26262626262626265,0.6897759241026595,0.01249999999999998
0.27272727272727276,0.7096429960978899,0.01249999999999998
0.2828282828282829,0.7287955177499106,0.01249999999999998
0.29292929292929293,0.747214204092908,0.01249999999999998
0.30303030303030304,0.7648805090710193,0.01249999999999998
0.31313131313131315,0.781776644212641,0.01249999999999998
0.32323232323232326,0.7978855965419088,0.01249999999999998
0.33333333333333337,0.813191145709325,0.01249999999999998
0.3434343434343435,0.8276778803242735,0.01249999999999998
0.3535353535353536,0.8413312134729852,0.01249999999999998
0.36363636363636365,0.8541373974063228,0.01249999999999998
0.37373737373737376,0.866083537382599,0.01249999999999998
0.38383838383838387,0.8771576046514888,0.01249999999999998
0.393939393939394,0.8873484485659608,0.01249999999999998
0.4040404040404041,0.8966458078100341,0.01249999999999998
0.4141414141414142,0.9050403207310531,0.01249999999999998
0.42424242424242425,0.9125235347660791,0.01249999999999998
0.43434343434343436,0.9190879149529032,0.01249999999999998
0.4444444444444445,0.9247268515171165,0.01249999999999998
0.4545454545454546,0.9294346665275905,0.01249999999999998
0.4646464646464647,0.9332066196136746,0.01249999999999998
0.4747474747474748,0.9360389127383453,0.01249999999999998
0.48484848484848486,0.9379286940225098,0.01249999999999998
0.494949494949495,0.9388740606166044,0.01249999999999998
0.5050505050505051,0.9388740606166044,0.01249999999999998
0.5151515151515152,0.9379286940225098,0.01249999999999998
0.5252525252525253,0.9360389127383453,0.01249999999999998
0.5353535353535354,0.9332066196136746,0.01249999999999998
0.5454545454545455,0.9294346665275905,0.01249999999999998
0.5555555555555556,0.9247268515171165,0.01249999999999998
0.5656565656565657,0.9190879149529032,0.01249999999999998
0.5757575757575758,0.9125235347660791,0.01249999999999998
0.5858585858585859,0.9050403207310531,0.01249999999999998
0.595959595959596,0.8966458078100341,0.01249999999999998
0.6060606060606061,0.8873484485659608,0.01249999999999998
0.6161616161616162,0.8771576046514888,0.01249999999999998
0.6262626262626263,0.866083537382599,0.01249999999999998
0.6363636363636365,0.8541373974063228,0.01249999999999998
0.6464646464646465,0.8413312134729852,0.01249999999999998
0.6565656565656566,0.8276778803242735,0.01249999999999998
0.6666666666666667,0.813191145709325,0.01249999999999998
0.6767676767676768,0.7978855965419088,0.01249999999999998
0.686868686868687,0.781776644212641,0.01249999999999998
0.696969696969697,0.7648805090710193,0.01249999999999998
0.7070707070707072,0.747214204092908,0.01249999999999998
0.7171717171717172,0.7287955177499106,0.01249999999999998
0.7272727272727273,0.7096429960978899,0.01249999999999998
0.7373737373737375,0.6897759241026595,0.01249999999999998
0.7474747474747475,0.6692143062216593,0.01249999999999998
0.7575757575757577,0.6479788462611615,0.01249999999999998
0.7676767676767677,0.6260909265292933,0.01249999999999998
0.7777777777777778,0.6035725863058657,0.01249999999999998
0.787878787878788,0.5804464996506852,0.01249999999999998
0.797979797979798,0.5567359525726996,0.01249999999999998
0.8080808080808082,0.5324648195829589,0.01249999999999998
0.8181818181818182,0.5076575396550084,0.01249999999999998
0.8282828282828284,0.4823390916169122,0.01249999999999998
0.8383838383838385,0.4565349689996919,0.01249999999999998
0.8484848484848485,0.4302711543675011,0.01249999999999998
0.8585858585858587,0.40357409315538617,0.01249999999999998
0.8686868686868687,0.3764706670409748,0.01249999999999998
0.8787878787878789,0.34898816687690515,0.01249999999999998
0.888888888888889,0.3211542652112506,0.01249999999999998
0.8989898989898991,0.29299698842360977,0.01249999999999998
0.9090909090909092,0.2645446885049174,0.01249999999999998
0.9191919191919192,0.23582601450939378,0.01249999999999998
0.9292929292929294,0.2068698837073743,0.01249999999999998
0.9393939393939394,0.17770545246807082,0.01249999999999998
0.9494949494949496,0.14836208690157804,0.01249999999999998
0.9595959595959597,0.11886933328969104,0.01249999999999998
0.9696969696969697,0.08925688833530318,0.01249999999999998
0.9797979797979799,0.059554569260344165,0.01249999999999998
0.98989898989899,0.029792283782364613,0.01249999999999998
1.0,0.0,0.01249999999999998
