x,u_t772,t
0.0,0.0,0.07720000000000118
0.010101010101010102,0.02150811538082625,0.07720000000000118
0.020202020202020204,0.04299457391262889,0.07720000000000118
0.030303030303030304,0.06443774055299548,0.07720000000000118
0.04040404040404041,0.08581602385077859,0.07720000000000118
0.05050505050505051,0.10710789768685677,0.07720000000000118
0.06060606060606061,0.12829192294911207,0.07720000000000118
0.07070707070707072,0.1493467691197982,0.07720000000000118
0.08080808080808081,0.17025123575356427,0.07720000000000118
0.09090909090909091,0.19098427382450575,0.07720000000000118
0.10101010101010102,0.21152500692074966,0.07720000000000118
0.11111111111111112,0.2318527522652314,0.07720000000000118
0.12121212121212122,0.25194704154149833,0.07720000000000118
0.13131313131313133,0.2717876415035691,0.07720000000000118
0.14141414141414144,0.2913545743490978,0.07720000000000118
0.15151515151515152,0.3106281378353265,0.07720000000000118
0.16161616161616163,0.3295889251175749,0.07720000000000118
0.17171717171717174,0.3482178442902867,0.07720000000000118
0.18181818181818182,0.366496137610961,0.07720000000000118
0.19191919191919193,0.3844054003876082,0.07720000000000118
0.20202020202020204,0.40192759951071577,0.07720000000000118
0.21212121212121213,0.4190450916110595,0.07720000000000118
0.22222222222222224,0.4357406408250826,0.07720000000000118
0.23232323232323235,0.45199743614994714,0.07720000000000118
0.24242424242424243,0.46779910837079086,0.07720000000000118
0.25252525252525254,0.48312974654313756,0.07720000000000118
0.26262626262626265,0.49797391401387026,0.07720000000000118
0.27272727272727276,0.5123166639646322,0.07720000000000118
0.2828282828282829,0.5261435544620058,0.07720000000000118
0.29292929292929293,0.5394406629993155,0.07720000000000118
0.30303030303030304,0.5521946005154118,0.07720000000000118
0.31313131313131315,0.5643925248763211,0.07720000000000118
0.32323232323232326,0.5760221538061856,0.07720000000000118
0.33333333333333337,0.5870717772544747,0.07720000000000118
0.3434343434343435,0.5975302691870119,0.07720000000000118
0.3535353535353536,0.60738709878895,0.07720000000000118
0.36363636363636365,0.6166323410684071,0.07720000000000118
0.37373737373737376,0.6252566868500941,0.07720000000000118
0.38383838383838387,0.6332514521488624,0.07720000000000118
0.393939393939394,0.6406085869137442,0.07720000000000118
0.4040404040404041,0.6473206831336682,0.07720000000000118
0.4141414141414142,0.6533809822967017,0.07720000000000118
0.42424242424242425,0.6587833821952963,0.07720000000000118
0.43434343434343436,0.6635224430706967,0.07720000000000118
0.4444444444444445,0.6675933930903136,0.07720000000000118
0.4545454545454546,0.6709921331525577,0.07720000000000118
0.4646464646464647,0.6737152410142845,0.07720000000000118
0.4747474747474748,0.6757599747367058,0.07720000000000118
0.48484848484848486,0.6771242754462872,0.07720000000000118
0.494949494949495,0.6778067694078613,0.07720000000000118
0.5050505050505051,0.6778067694078613,0.07720000000000118
0.5151515151515152,0.6771242754462872,0.07720000000000118
0.5252525252525253,0.6757599747367058,0.07720000000000118
0.5353535353535354,0.6737152410142845,0.07720000000000118
0.5454545454545455,0.6709921331525577,0.07720000000000118
0.5555555555555556,0.6675933930903136,0.07720000000000118
0.5656565656565657,0.6635224430706967,0.07720000000000118
0.5757575757575758,0.6587833821952963,0.07720000000000118
0.5858585858585859,0.6533809822967016,0.07720000000000118
0.595959595959596,0.6473206831336682,0.07720000000000118
0.6060606060606061,0.6406085869137441,0.07720000000000118
0.6161616161616162,0.6332514521488624,0.07720000000000118
0.6262626262626263,0.6252566868500938,0.07720000000000118
0.6363636363636365,0.6166323410684071,0.07720000000000118
0.6464646464646465,0.6073870987889498,0.07720000000000118
0.6565656565656566,0.5975302691870117,0.07720000000000118
0.6666666666666667,0.5870717772544745,0.07720000000000118
0.6767676767676768,0.5760221538061854,0.07720000000000118
0.686868686868687,0.5643925248763209,0.07720000000000118
0.696969696969697,0.5521946005154116,0.07720000000000118
0.7070707070707072,0.5394406629993153,0.07720000000000118
0.7171717171717172,0.5261435544620056,0.07720000000000118
0.7272727272727273,0.5123166639646319,0.07720000000000118
0.7373737373737375,0.49797391401387003,0.07720000000000118
0.7474747474747475,0.48312974654313734,0.07720000000000118
0.7575757575757577,0.4677991083707906,0.07720000000000118
0.7676767676767677,0.451997436149947,0.07720000000000118
0.7777777777777778,0.43574064082508235,0.07720000000000118
0.787878787878788,0.4190450916110594,0.07720000000000118
0.797979797979798,0.4019275995107155,0.07720000000000118
0.8080808080808082,0.38440540038760806,0.07720000000000118
0.8181818181818182,0.3664961376109608,0.07720000000000118
0.8282828282828284,0.34821784429028657,0.07720000000000118
0.8383838383838385,0.3295889251175747,0.07720000000000118
0.8484848484848485,0.3106281378353264,0.07720000000000118
0.8585858585858587,0.2913545743490976,0.07720000000000118
0.8686868686868687,0.271787641503569,0.07720000000000118
0.8787878787878789,0.25194704154149816,0.07720000000000118
0.888888888888889,0.23185275226523128,0.07720000000000118
0.8989898989898991,0.21152500692074955,0.07720000000000118
0.9090909090909092,0.19098427382450567,0.07720000000000118
0.9191919191919192,0.1702512357535642,0.07720000000000118
0.9292929292929294,0.14934676911979816,0.07720000000000118
0.9393939393939394,0.12829192294911201,0.07720000000000118
0.9494949494949496,0.10710789768685676,0.07720000000000118
0.9595959595959597,0.08581602385077855,0.07720000000000118
0.9696969696969697,0.06443774055299545,0.07720000000000118
0.9797979797979799,0.04299457391262887,0.07720000000000118
0.98989898989899,0.021508115380826247,0.07720000000000118
1.0,0.0,0.07720000000000118
